-6.5431514	-1.3562679	1.6064206	-6.7289405	-5.219287	4.4766808	-4.3928113	-5.903652
-7.0803294	-1.368781	5.4665065	-4.852768	-7.200384	12.158376	1.4466271	-5.683407
-8.744774	2.5933208	1.8779459	-3.7214048	-3.2817361	5.8368425	-3.0954893	-5.8469925
-5.255394	-1.7034963	0.7716057	-7.5420504	-9.349631	6.160541	-3.1480987	-12.900476
-3.9723625	-0.21532904	1.6165406	-8.191329	-9.1962185	5.4144044	-1.1457065	-11.615361
-7.734665	0.89866054	-0.23420714	-5.672013	-4.407502	6.23712	-2.8786867	-5.066371
-6.8821626	0.89869434	-0.25992334	-5.360297	-4.0249267	5.6167507	-2.2161796	-4.1319137
-7.0995684	-5.1351204	3.1266541	-8.190125	-4.8897257	8.091268	2.2136695	-9.7889805
-6.0473413	1.9067463	-1.2117718	-4.7330327	-6.905436	7.3377166	-0.8254969	-6.691923
-5.783717	1.0325617	0.08071323	-5.0730734	-4.5994477	7.8428817	-3.8837879	-5.313286
-5.7157536	1.5862676	0.15067478	-4.9489136	-3.4026365	5.2950644	-2.27341	-3.191136
-4.253852	-0.90916985	1.3742212	-7.8392267	-9.935115	5.6940475	-2.1029563	-12.604035
-6.2594226	-0.1476594341666667	1.1971150275	-6.071097841666667	-6.034337183333334	6.680141133333333	-1.8585272166666664	-7.394794475
