-4.0497036	1.3162106	-0.066120654	-4.7642074	-3.0926092	5.830578	-2.78257	-3.570098
-7.158649	2.5401833	1.6712819	-3.5635529	-2.5632088	4.460125	-2.3048959	-4.1524453
-4.4272676	-1.2937875	0.8373353	-6.008477	-5.1352158	9.369816	-7.353856	-7.2666664
-7.245258	-2.9070203	0.18412828	-7.2056494	-7.772201	7.2852807	-2.768107	-11.490064
-5.3479166	-1.4923166	3.1280794	-7.6741743	-5.278896	2.9469826	-4.72721	-5.7524056
-3.8006635	1.8159853	0.20761256	-5.482044	-5.8921556	7.8667417	-4.183527	-7.5397086
-4.212944	-3.390661	3.3098178	-6.872735	-6.5490026	6.533868	-6.777838	-8.395559
-6.16033	-2.8024716	0.059165094	-5.7522645	-6.2010193	10.162749	-7.36383	-8.473404
-7.491723	-0.009964667	-0.17414628	-5.717951	-4.661442	6.465304	-3.2518392	-4.410351
-5.142878	0.59506774	0.74803793	-5.287675	-3.458	5.2486525	-2.8567722	-4.0817566
-7.2043424	-0.71146023	0.59293044	-6.4414296	-4.9516063	5.775626	-3.3710098	-4.9681964
-6.2458134	-3.1265721	1.5141066	-7.269333	-5.7700806	6.186907	-5.301818	-7.9765873
-5.872867	-1.8115392	-1.3792558	-4.7948136	-5.766031	9.680421	-4.6132293	-7.6792903
-5.0746794	0.55907226	-0.582703	-5.100753	-5.3961763	8.556008	-3.957084	-4.9680266
-6.0596776	0.8289786	4.4572463	-6.010139	-6.4325585	10.266631	-0.27524847	-2.8728971
-5.69964754	-0.6593530264666667	0.9671677246666668	-5.863013246666666	-5.261346866666666	7.109046033333334	-4.125922324666667	-6.239830413333334
