-8.505275	0.18706614	1.5969034	-3.709551	-7.0703273	5.582653	-3.3757994	-5.796084
-7.564316	0.26926175	-0.12073002	-5.4148197	-4.315086	6.0402255	-2.7943034	-4.082002
-8.244157	1.4946945	0.7344519	-5.847199	-4.485309	5.9015594	-3.5227215	-5.3190737
-4.392406	-3.443107	-3.1979334	-4.0505853	-6.536533	9.372093	-5.285267	-7.2079043
-7.867452	-0.04540891	-0.6476421	-5.6555705	-4.675758	6.590643	-2.9214847	-4.7603917
-5.978463	-2.0360456	-2.6568959	-4.446673	-5.106021	8.535585	-4.0877004	-6.6169047
-5.5943346	-0.9870124	2.1476848	-7.2044983	-5.644144	3.855571	-4.9335	-5.575681
-6.146562	-2.1896834	0.69022	-6.166456	-4.987924	4.509119	-3.224338	-4.757561
-6.599321	1.0993001	3.393898	-5.603388	-5.776797	9.113721	-0.8095813	-3.2470615
-6.5708117	0.89509666	0.10628415	-5.1472692	-3.4437847	5.705881	-2.6874676	-3.7814803
-6.194866	0.8877304	-0.21492681	-5.49544	-4.2344923	6.139833	-3.1613216	-4.2800746
-6.696178572727274	-0.35164616	0.16648309272727277	-5.340131818181818	-5.116016027272727	6.486080354545454	-3.345771354545455	-5.038565345454546
