passage,w-axis,x-axis,y-axis,z-axis
00001,2.49561118324167,2.083600690497438,1.7778709224389206,1.4586044819048205
00002,2.181242057861888,3.0527069674049394,3.2506638360477,1.3248937703656463
00003,2.4361726885250414,6.2413552949410525,2.639535294618033,4.536105355960741
00004,3.4073296304190834,4.9410163934735065,4.020652422130949,6.015346684007641
00005,2.3470977385583085,2.9539622634274685,2.3099121345591267,1.2418348062378222
00006,1.439861835813231,2.826531616640867,2.2141077384512715,0.841928264853403
00007,2.902913746625101,7.465301073491861,4.378627980838895,6.075659325668631
00008,2.843939662431699,5.544117489962631,4.690677528388275,6.709402851303789
00009,2.079861917940001,1.9434275081636676,2.427416360818862,0.9874734314129013
00010,3.006750323737249,3.029651877576034,3.4760031997902687,1.6719285718717578
00011,2.9168434829541607,3.169034601864258,3.88529351295447,2.881696470377234
00012,3.4680237550754347,4.533715044818026,4.920138467592239,6.1363194117315745
00013,3.3325505942080342,1.9336912814434581,1.8765950113888632,1.410224964591992
00014,2.1771740165414086,3.17457392775714,2.4254515622514874,1.062048184801768
00015,2.266446216434586,2.7839951512799304,3.9658673890636904,2.328169702238692
00016,3.1087365882541196,4.937623841628158,4.65251776825066,5.802986283696554
00017,1.6895382022116527,2.3515344921476475,2.4282274773604633,1.1100057412791837
00018,1.1793139112468045,2.8410248363695465,4.056219791653057,0.5963519755074053
00019,1.9409101100997128,5.380994741738683,3.6379098804470336,3.7740725445603753
00020,3.3505585791052765,4.126487304301801,5.084424284781937,10.936412422998238
00021,1.7017053652875382,2.2605585322152857,3.113871331199955,0.8977868714581682
00022,1.7487010596388273,3.2247243466163305,2.8801972721678575,0.7463731327297322
00023,1.9358720568698475,2.187791095602341,3.422676289426644,3.003664561994591
00024,2.093347902919553,3.1307371635915366,1.7903615425067076,1.9066223566207825
00025,3.1365350445106275,2.639055216644494,2.1436834225380914,2.0133522596434927
00026,2.4562050995364078,3.432395092541741,2.046090149641109,1.1946048938380533
00027,2.2083831486529375,4.651436651470179,2.6050090165188613,3.8230197941369517
00028,2.4084692807398844,4.398751219186632,6.6231059017413605,5.943327564357043
00029,2.9394833891856456,3.1952171092006783,3.0448659802377804,1.78438414616034
00030,1.451973811107757,2.2952765805876423,3.420752106894579,0.6730660763863828
00031,1.7089677209498357,2.929981247929129,4.7248555262852365,1.8736787703429363
00032,3.038359970990908,5.217606239828408,6.301817676315179,5.332056094471574
00033,1.9391919675435625,2.0343401263274523,2.563618174359642,1.9177662263834412
00034,1.365827688540103,1.387896966092727,2.061657381869391,0.8428449752167416
00035,3.9501029233429636,2.5617754365181318,1.2080028800139067,2.5054525878632545
00036,1.5788254117907015,1.8505442140054376,2.1812762332857356,1.4886896484455894
