passage,w-axis,x-axis,y-axis,z-axis
00001-01,3.3141164166666672,0.8622883375,1.1350661625,0.7047456483333333
00001-02,1.8024502435583332,0.9862881033333335,0.05344487549999999,1.0187547704166666
00001-03,3.043203692307692,0.8925131019461539,0.9088393893846155,1.474184306153846
00001-04,3.1438224299999993,1.468526856,1.1903335199999998,2.078547063
00001-05,1.681121237272727,1.026995130909091,0.2513215545454546,1.0541874029090907
00001-06,2.0510533846153844,1.0166752030769233,0.6223173015384617,1.179083780769231
00001-07,3.14561878,1.082866272,0.840546325,1.327140337
00001-08,2.5670741615384616,2.576063,1.839715770769231,2.2427236784615383
00001-09,3.5582986272727273,3.107964209090909,0.05202760219090912,0.7729552603636364
00001-10,1.8281028124999998,0.7951396075,-0.06457370250000005,2.1680634149999998
00001-11,1.53234831125,0.51784896625,-0.32341362124999995,1.06671351125
00001-12,2.274909944285714,0.5963887600000001,-0.30797564428571433,1.1680021670000003
00002-01,-0.6847171758333332,-1.979325616666667,-1.3202026108333331,0.7117123623333333
00002-02,-0.4627442971666667,-0.8763885966666667,-0.7853425808333333,0.7646303191666667
00002-03,-0.20874365461538466,-1.0478616084615384,0.5919455223076924,-0.6135978679230769
00002-04,-0.96267569114,-0.7931278098999999,1.376266353,-0.14491128
00002-05,-0.6980437345454544,-0.37570609481818185,0.008552690909090922,-0.09738179599999998
00002-06,-0.7632855692307691,-0.3526578036923077,0.103056914,-0.6972911130769232
00002-07,0.23286601670000007,-0.5905651302000001,1.1847896766,-0.9164142070000002
00002-08,-0.5032188336923077,-0.9948492730769231,1.3702203053846154,-0.031225006923076913
00002-09,0.31454541545454545,0.7462094566363636,0.5299833272727273,-0.8001659418181819
00002-10,-1.2171511562500001,-0.7672538687500001,0.12830418750000006,0.65180571375
00002-11,-0.8580702567499998,-1.5470116625,1.2981617124999998,-0.9284155875
00002-12,-0.009488475357142865,-0.30231777142857147,0.4464206235714286,-0.28222466071428565
00003-01,-2.9546999666666665,-4.803264805833333,-2.3496356908333333,3.4453576999999993
00003-02,-1.5267372329999997,-3.1581820483333334,-1.4723173358333332,1.10345078125
00003-03,-2.4633091184615385,-4.427489219230768,-1.376375328846154,1.5640824584615383
00003-04,-2.8094504099999997,-5.289110228999999,-1.9539979369999998,2.938562702
00003-05,-1.9609568600000002,-2.9892275363636363,-0.6805683936363637,0.9939826115454546
00003-06,-1.8914049084615383,-3.1431513861538467,-0.9246886526153847,0.7248046573076924
00003-07,-1.98895641728,-3.923434929999999,-0.621514553,0.14163618499999997
00003-08,-2.556797969230769,-4.9058266,-0.9885031038461539,2.0078320961538463
