passage,w-axis,x-axis,y-axis,z-axis
00001,2.5204184062422224,1.2618001444837037,0.5504707853488888,1.3386339779185188
00002,-0.453325560277037,-0.7253061402888892,0.37612907976296295,-0.19541980660000005
00003,-2.046399017472594,-3.953771640814813,-0.9895112223037035,1.2361864999093326
00004,2.158335981770371,-4.352674155777779,-2.7225706082592587,-0.5492696192740739
00005,1.286731383681482,0.4541523906962963,0.28934854872592586,-0.2441692792814816
00006,0.5688921387629631,1.1475775917037034,1.7366967353000005,0.8563070137851848
00007,1.572270260814814,-3.40094295511111,-3.4444695875555555,0.2706736520444444
00008,2.1041116691407415,-3.55865976274074,-2.6648352921629623,-0.7011538370518516
00009,0.5803194108740738,3.6749769791111087,1.8889550002074071,0.8532425235851855
00010,0.6902516011407407,0.4039074253481483,0.3710534498962963,0.742701029296296
00011,-4.864823052518515,-2.7862596823925934,-1.6041526216888886,-0.27165120544444454
00012,-3.8432110155555526,-3.806439782592593,-1.4166911477037045,-0.7098280571555556
00013,-0.05697421603407408,2.2762803205925923,0.647542024851852,0.5289346262888889
00014,1.4532179566518522,-0.6362810889703705,0.6484924413074076,-0.05665092303333334
00015,-0.4878180773029629,-0.6545910777185183,-0.5133675105629629,-0.7779846202000003
00016,2.121898221311111,-3.980813358540741,-3.1484289454074084,-0.6015892204444445
00017,1.131673497263704,1.9593585669407405,1.6492129382370364,0.15725653670370368
00018,0.2244071204666667,0.33422033011851854,1.5010052995185192,-0.29717912191629636
00019,0.6558975597037037,-3.572102645259258,-1.6052317242740743,-0.943531456614815
00020,-1.7444813059481472,-3.318195186024445,-4.168484811859259,0.7423178091703707
00021,0.3683892165111111,1.73268408077037,1.4217023954222223,-1.0900141054074075
00022,0.6842739928740739,-0.6378530759066665,1.180042158244445,-0.0890484300962963
00023,-1.7014198228444444,-2.5023313679925927,-2.8458168640888895,0.6069418756296293
00024,-2.119780043777778,-2.3339996947925927,-0.3569073765185185,-2.5995255919999996
00025,-0.2653518304000002,0.36810690368148147,0.44991738466370373,1.4113089891481474
00026,1.1700860124814811,-1.1754213531333335,0.4127603288074076,0.11210513054074078
00027,-2.1792406322222218,-2.3461913626296287,-1.888420801051851,-0.7946782403185184
00028,0.44300667122592596,-2.659147838644446,-4.324624697777776,-3.7314684243555556
00029,-0.6695764431666664,-0.4576189548562964,-0.5933873717037035,1.7397895785407411
00030,0.01341487537777779,0.4057836523555556,1.0026154334444446,-0.31054242965925927
00031,-1.0577394482592593,-1.7899282776740744,-0.30035630772296273,-1.4266804508170365
00032,1.466681335185185,-3.831887165703704,-3.5130123217481484,-2.3471579251555568
00033,1.6640293284444445,3.107339935185186,-0.22984476468888904,2.9032118539259266
00034,2.9290141429629637,5.364267082222222,1.6232612058866664,0.5781904357925923
00035,5.209864200200001,-0.046022754755555534,0.9584045466296295,3.8533889183259253
00036,0.4660593036985187,1.1316621098148147,1.7572393581666659,3.3294197717037037
00037,2.7911538028296285,2.9665414681777786,2.2369322101481495,1.538310906696297
00038,1.7797440810370377,3.436490779111111,2.0398496857851853,-0.4651933405259257
00039,0.8040077479259259,2.1279296866444453,1.8595544263511115,2.790021436222223
00040,3.9253952864074058,1.2174339750296301,1.121242485388889,0.7384683589207409
00041,1.6737070811259265,3.916233653333333,1.266408261333333,2.756714546481481
00042,2.323731786222223,1.2337545124444436,2.76151342302963,-0.3759003820222221
00043,-1.8436613063111111,-2.2587087971962965,-2.8452059328619264,2.00371835965926
00044,-2.229048211948148,-2.4550231204444435,-2.9901331086592586,-1.5603782951851852
00045,-5.7353736738148156,-3.0796204157851848,-2.607937417933333,-0.27897655084444456
00046,0.08165246011851851,2.879564253111111,0.35339725003703715,0.22600334594814817
00047,-0.7250916436266669,-4.948526226825187,-2.349980509940741,-0.6052635269362965
00048,-1.3026444461925923,-2.527726890970371,-1.1233872728962964,-2.5441007436592584
00049,-3.2317654386370367,-2.6394116640962952,-4.270878152681483,-1.2739016652222224
00050,1.77383474785926,-2.1780582542888896,-0.9653648440740735,-0.6536128243925925
00051,0.47660621014074084,0.07144663274888889,0.9873481092651852,0.3919156075703702
00052,-0.6436049088370369,-3.183412072103703,-0.7764843526814816,-0.1083469499185185
00053,0.4067741062814815,0.8963661715607406,1.6561066787703707,0.5414655528044443
00054,-0.4340936833037038,-0.8212378752711116,0.7910696004918519,0.9768935122703706
00055,-1.804516421259259,-4.798800282222222,-0.7306744589985181,1.1644265105925928
00056,-0.1534953738814814,-0.29010866397037016,1.5663406567155556,-0.8051716221037037
00057,-1.2137664944000002,-1.6778615544666666,-0.011361052766666447,-3.2865043081999996
00058,1.4389406398074072,-2.8942937941111113,-4.106392147259259,-5.3665920701481475
00059,0.8724743235148148,-3.052452018222222,-3.983134321925929,-3.9152204559259256
00060,0.8614005306296294,0.20703884808148146,3.1836224066666667,1.0029205143333335
00061,-2.4767675294814815,-5.012781813185186,0.38518633787037043,-0.05899779994962956
00062,2.264160437585186,-2.559439078666667,-2.2836902063111113,-1.1904419866518516
00063,0.7805239661925925,3.3780459829629637,0.7323049131851853,1.7569122241629624
00064,1.6702433983629632,3.1731604282962964,1.1181581272592591,0.7466019656740741
00065,2.426701918851852,-3.9250127655925917,-3.24411704868889,-1.1678673316000003
00066,-1.0441578149725925,-1.6366390382370373,-0.34140266152592597,0.5673933072148144
00067,1.5150719360666665,1.6055533837333347,-3.91660121985185,2.884040352592592
00068,1.0567408584740734,0.453481152162963,1.3911052847037038,2.256127039333335
00069,1.9908061325185187,3.7855472106666666,2.6637899633629623,0.5279978644496297
00070,1.4165481423703696,0.5310549580074077,5.34599530474074,2.2305234475777787
00071,2.0941632020888874,1.542177091577778,0.3084543714666667,-1.5859436755851852
