-6.940334	-3.8860285	3.3882775	-9.470374	-5.8592086	5.2905498	1.3571577	-9.919247
-7.522988	3.0040753	2.8856726	-3.6010482	-2.7731996	5.703851	-3.5743134	-5.5437074
-4.84113	2.7395658	1.5914787	-4.822291	-4.518884	5.543304	-2.4088433	-2.7057922
-8.242752	1.5787685	0.6903289	-5.8533463	-4.485067	5.8915896	-3.4804912	-5.3353367
-2.743978	6.5992775	-0.26312366	-2.9324994	-8.181145	8.2898245	0.5926583	-6.704679
-4.924126	5.35298	-0.6862596	-3.1987135	-9.707425	8.574341	0.166184	-8.133786
-7.4516435	0.037801705	-0.3790223	-5.248198	-3.9973245	5.862428	-1.9820002	-4.2292857
-4.4341187	-0.9042456	-0.56116265	-5.7312856	-7.6143956	9.025844	-5.5421615	-8.269773
-4.7568836	3.6255093	0.23801048	-3.166752	-9.380481	9.724935	-1.4077288	-8.486875
-7.905998	2.0870476	2.8385396	-3.9710693	-3.8092449	6.8756924	-4.5497575	-7.7792563
-6.3173065	-1.9406841	-1.1555564	-4.899909	-5.776894	8.768341	-4.5322523	-6.5754313
-6.9108934	3.7112396	3.3517482	-3.0500305	-2.1275237	5.5979357	-3.6870027	-5.4837933
-5.8394165	-0.68193185	5.705984	-4.906055	-7.2389874	13.376587	1.0642704	-4.139608
-3.919843	5.717927	-0.22306901	-2.58414	-9.294655	9.300198	0.4466361	-7.637042
-6.3942127	1.2796812	-0.5038834	-4.7554936	-6.03799	6.689532	-1.5445882	-5.4907837
-3.3878624	5.5962863	-0.67546815	-4.0249944	-7.549078	6.8575044	0.22938272	-5.1081843
-6.625192	-2.6059618	-2.981684	-4.664193	-5.945781	8.517594	-5.239793	-8.08411
-7.351599	-4.0609007	4.279101	-7.7169056	-6.0461483	7.804646	1.9556572	-9.001455
-7.01439	-0.16135964	1.9460576	-4.8157244	-8.410289	6.9857955	-5.2803307	-4.4126406
-4.2360473	-0.99174464	-0.57371753	-4.9831786	-6.574647	10.152731	-5.7810025	-7.266332
-3.4216034	-2.2671635	0.5493211	-6.284911	-5.6429706	10.020732	-7.8660793	-7.5656548
-5.706017	2.5746536	-0.9689299	-2.9151874	-10.830617	10.030417	-1.3868736	-9.282276
-5.115501	-3.5239232	6.9168096	-10.055429	-4.3836007	8.448931	4.349797	-8.829086
-7.9150753	3.7067428	2.916823	-3.6335902	-2.8877726	5.5173435	-3.662072	-5.569554
-5.829954637500001	1.1078171947916668	1.1802614866666667	-4.886888291666666	-6.211388729166667	7.868776974999999	-2.1568144491666668	-6.731403720833334
